student35_14.c, E-RP-05, dlho aktívna premenná, 72
student35_14.c, E-SmA-02, viacnásobná deklarácia premennej, 43
student35_15.c, W-01, využívanie globálnej premennej, 7
student35_15.c, E-RP-05, dlho aktívna premenná, 71
student35_15.c, E-SmA-02, viacnásobná deklarácia premennej, 43
student35_15.c, E-RP-05, dlho aktívna premenná, 95
student35_16.c, W-01, využívanie globálnej premennej, 7
student35_16.c, E-RP-05, dlho aktívna premenná, 72
student35_16.c, E-SmA-02, viacnásobná deklarácia premennej, 43
student35_16.c, E-RP-05, dlho aktívna premenná, 95
student35_17.c, W-01, využívanie globálnej premennej, 7
student35_17.c, E-RP-05, dlho aktívna premenná, 72
student35_17.c, E-SmA-02, viacnásobná deklarácia premennej, 43
student35_17.c, E-RP-05, dlho aktívna premenná, 95
student35_18.c, W-01, využívanie globálnej premennej, 7
student35_18.c, E-RP-05, dlho aktívna premenná, 72
student35_18.c, E-SmA-02, viacnásobná deklarácia premennej, 43
student35_18.c, E-RP-05, dlho aktívna premenná, 95
student35_19.c, E-RP-05, dlho aktívna premenná, 96
student35_19.c, W-01, využívanie globálnej premennej, 7
student35_19.c, E-RP-05, dlho aktívna premenná, 73
student35_19.c, E-SmA-02, viacnásobná deklarácia premennej, 43
student35_2.c, E-SmA-02, viacnásobná deklarácia premennej, 54
student35_2.c, W-01, využívanie globálnej premennej, 7
student35_2.c, E-RP-05, dlho aktívna premenná, 91
student35_2.c, E-RP-05, dlho aktívna premenná, 93
student35_20.c, E-RP-05, dlho aktívna premenná, 96
student35_20.c, W-01, využívanie globálnej premennej, 7
student35_20.c, E-RP-05, dlho aktívna premenná, 73
student35_20.c, E-SmA-02, viacnásobná deklarácia premennej, 43
student35_3.c, E-SmA-02, viacnásobná deklarácia premennej, 54
student35_3.c, W-01, využívanie globálnej premennej, 7
student35_3.c, E-RP-05, dlho aktívna premenná, 91
student35_3.c, E-RP-05, dlho aktívna premenná, 93
student35_4.c, E-SmA-02, viacnásobná deklarácia premennej, 54
student35_4.c, W-01, využívanie globálnej premennej, 7
student35_4.c, E-RP-05, dlho aktívna premenná, 91
student35_4.c, E-RP-05, dlho aktívna premenná, 93
student35_5.c, E-SmA-02, viacnásobná deklarácia premennej, 54
student35_5.c, W-01, využívanie globálnej premennej, 7
student35_5.c, E-RP-05, dlho aktívna premenná, 91
student35_5.c, E-RP-05, dlho aktívna premenná, 93
student35_6.c, E-RP-05, dlho aktívna premenná, 85
student35_6.c, E-RP-05, dlho aktívna premenná, 86
student35_6.c, E-RP-05, dlho aktívna premenná, 87
student35_6.c, W-01, využívanie globálnej premennej, 9
student35_6.c, E-RP-05, dlho aktívna premenná, 41
student35_6.c, E-RP-05, dlho aktívna premenná, 43
student35_6.c, E-SmA-02, viacnásobná deklarácia premennej, 108
student35_7.c, E-RP-05, dlho aktívna premenná, 85
student35_7.c, W-01, využívanie globálnej premennej, 7
student35_7.c, E-SmA-02, viacnásobná deklarácia premennej, 57
student35_8.c, E-RP-05, dlho aktívna premenná, 85
student35_8.c, W-01, využívanie globálnej premennej, 7
student35_8.c, E-SmA-02, viacnásobná deklarácia premennej, 57
student35_9.c, E-RP-05, dlho aktívna premenná, 82
student35_9.c, E-SmA-02, viacnásobná deklarácia premennej, 54
student35_9.c, W-01, využívanie globálnej premennej, 7
student36_1.c, E-RP-07, neoptimálne využívanie premenných, 0
student36_1.c, E-RP-05, dlho aktívna premenná, 115
student36_1.c, E-RP-05, dlho aktívna premenná, 116
student36_1.c, E-RP-05, dlho aktívna premenná, 141
student36_2.c, E-RP-07, neoptimálne využívanie premenných, 0
student36_2.c, E-RP-05, dlho aktívna premenná, 115
student36_2.c, E-RP-05, dlho aktívna premenná, 116
student36_2.c, E-RP-05, dlho aktívna premenná, 141
student36_3.c, E-RP-05, dlho aktívna premenná, 144
student36_3.c, E-RP-07, neoptimálne využívanie premenných, 0
student36_3.c, E-RP-05, dlho aktívna premenná, 118
student36_3.c, E-RP-05, dlho aktívna premenná, 119
student36_4.c, E-RP-07, neoptimálne využívanie premenných, 0
student36_4.c, E-RP-05, dlho aktívna premenná, 153
student37_1.c, E-RP-07, neoptimálne využívanie premenných, 0
student37_1.c, E-RP-05, dlho aktívna premenná, 67
student37_1.c, E-RP-05, dlho aktívna premenná, 133
student37_1.c, E-RP-05, dlho aktívna premenná, 134
student37_1.c, E-RP-05, dlho aktívna premenná, 135
student37_1.c, E-RP-05, dlho aktívna premenná, 24
student37_1.c, E-RP-05, dlho aktívna premenná, 136
student37_1.c, E-RP-05, dlho aktívna premenná, 137
student37_1.c, W-01, využívanie globálnej premennej, 10
student37_1.c, E-RP-05, dlho aktívna premenná, 106
student37_1.c, W-01, využívanie globálnej premennej, 11
student37_1.c, E-RP-05, dlho aktívna premenná, 31
student37_2.c, E-RP-07, neoptimálne využívanie premenných, 0
student37_2.c, E-RP-05, dlho aktívna premenná, 35
student37_2.c, E-RP-05, dlho aktívna premenná, 132
student37_2.c, E-RP-05, dlho aktívna premenná, 133
student37_2.c, E-RP-05, dlho aktívna premenná, 134
student37_2.c, E-RP-05, dlho aktívna premenná, 71
student37_2.c, E-RP-05, dlho aktívna premenná, 135
student37_2.c, E-RP-05, dlho aktívna premenná, 136
student37_2.c, E-RP-05, dlho aktívna premenná, 28
student37_2.c, W-01, využívanie globálnej premennej, 14
student37_2.c, W-01, využívanie globálnej premennej, 15
student37_3.c, E-RP-07, neoptimálne využívanie premenných, 0
student37_3.c, E-RP-05, dlho aktívna premenná, 121
student37_3.c, E-RP-05, dlho aktívna premenná, 26
student37_3.c, E-RP-05, dlho aktívna premenná, 122
student37_3.c, E-RP-05, dlho aktívna premenná, 123
student37_3.c, E-RP-05, dlho aktívna premenná, 124
student37_3.c, E-RP-05, dlho aktívna premenná, 125
student37_3.c, W-01, využívanie globálnej premennej, 14
student37_3.c, E-RP-05, dlho aktívna premenná, 62
student37_3.c, W-01, využívanie globálnej premennej, 15
student38_1.c, E-RP-09, neoptimálne využívanie argumentov mainu, 0
student38_1.c, E-RP-05, dlho aktívna premenná, 34
student38_2.c, E-RP-09, neoptimálne využívanie argumentov mainu, 0
student38_2.c, E-RP-05, dlho aktívna premenná, 35
student38_3.c, E-RP-09, neoptimálne využívanie argumentov mainu, 0
student38_3.c, E-RP-05, dlho aktívna premenná, 35
student38_4.c, E-RP-05, dlho aktívna premenná, 48
student38_4.c, E-RP-05, dlho aktívna premenná, 160
student38_4.c, E-RP-09, neoptimálne využívanie argumentov mainu, 0
student38_4.c, E-RP-05, dlho aktívna premenná, 49
student38_4.c, E-RP-05, dlho aktívna premenná, 85
student38_5.c, E-RP-09, neoptimálne využívanie argumentov mainu, 0
student38_5.c, E-RP-05, dlho aktívna premenná, 147
student38_5.c, E-RP-05, dlho aktívna premenná, 68
student38_5.c, E-RP-05, dlho aktívna premenná, 28
student38_5.c, E-RP-05, dlho aktívna premenná, 29
student38_6.c, E-RP-09, neoptimálne využívanie argumentov mainu, 0
student38_6.c, E-RP-05, dlho aktívna premenná, 148
student38_6.c, E-RP-05, dlho aktívna premenná, 69
student38_6.c, E-RP-05, dlho aktívna premenná, 29
student38_6.c, E-RP-05, dlho aktívna premenná, 30
student38_7.c, E-RP-09, neoptimálne využívanie argumentov mainu, 0
student38_7.c, E-RP-05, dlho aktívna premenná, 148
student38_7.c, E-RP-05, dlho aktívna premenná, 69
student38_7.c, E-RP-05, dlho aktívna premenná, 29
student38_7.c, E-RP-05, dlho aktívna premenná, 30
student39_1.c, E-RP-09, neoptimálne využívanie argumentov mainu, 0
student39_1.c, E-RP-05, dlho aktívna premenná, 132
student39_1.c, E-RP-05, dlho aktívna premenná, 53
student39_1.c, E-RP-05, dlho aktívna premenná, 133
student39_1.c, E-RP-05, dlho aktívna premenná, 54
student39_1.c, E-RP-05, dlho aktívna premenná, 134
student39_1.c, E-RP-05, dlho aktívna premenná, 23
student39_1.c, E-RP-05, dlho aktívna premenná, 135
student39_1.c, E-RP-05, dlho aktívna premenná, 24
student39_10.c, E-RP-09, neoptimálne využívanie argumentov mainu, 0
student39_10.c, E-RP-05, dlho aktívna premenná, 215
student39_10.c, E-RP-05, dlho aktívna premenná, 136
student39_10.c, E-RP-05, dlho aktívna premenná, 137
student39_10.c, E-RP-05, dlho aktívna premenná, 58
student39_10.c, E-RP-05, dlho aktívna premenná, 138
student39_10.c, E-RP-05, dlho aktívna premenná, 59
student39_10.c, E-RP-05, dlho aktívna premenná, 139
student39_10.c, E-RP-05, dlho aktívna premenná, 28
student39_10.c, E-RP-05, dlho aktívna premenná, 29
student39_11.c, E-RP-09, neoptimálne využívanie argumentov mainu, 0
student39_11.c, E-RP-05, dlho aktívna premenná, 164
student39_11.c, E-RP-05, dlho aktívna premenná, 136
student39_11.c, E-RP-05, dlho aktívna premenná, 58
student39_11.c, E-RP-05, dlho aktívna premenná, 59
student39_11.c, E-RP-05, dlho aktívna premenná, 139
student39_11.c, E-RP-05, dlho aktívna premenná, 28
student39_11.c, E-RP-05, dlho aktívna premenná, 188
student39_11.c, E-RP-05, dlho aktívna premenná, 29
student39_12.c, E-RP-09, neoptimálne využívanie argumentov mainu, 0
student39_12.c, E-RP-05, dlho aktívna premenná, 162
student39_12.c, E-RP-05, dlho aktívna premenná, 136
student39_12.c, E-RP-05, dlho aktívna premenná, 137
student39_12.c, E-RP-05, dlho aktívna premenná, 58
student39_12.c, E-RP-05, dlho aktívna premenná, 186
student39_12.c, E-RP-05, dlho aktívna premenná, 59
student39_12.c, E-RP-05, dlho aktívna premenná, 28
student39_12.c, E-RP-05, dlho aktívna premenná, 29
student39_2.c, E-RP-09, neoptimálne využívanie argumentov mainu, 0
student39_2.c, E-RP-05, dlho aktívna premenná, 136
student39_2.c, E-RP-05, dlho aktívna premenná, 137
student39_2.c, E-RP-05, dlho aktívna premenná, 58
student39_2.c, E-RP-05, dlho aktívna premenná, 138
student39_2.c, E-RP-05, dlho aktívna premenná, 59
student39_2.c, E-RP-05, dlho aktívna premenná, 139
student39_2.c, E-RP-05, dlho aktívna premenná, 203
student39_2.c, E-RP-05, dlho aktívna premenná, 28
student39_2.c, E-RP-05, dlho aktívna premenná, 29
student39_3.c, E-RP-09, neoptimálne využívanie argumentov mainu, 0
student39_3.c, E-RP-05, dlho aktívna premenná, 135
student39_3.c, E-RP-05, dlho aktívna premenná, 136
student39_3.c, E-RP-05, dlho aktívna premenná, 57
student39_3.c, E-RP-05, dlho aktívna premenná, 137
student39_3.c, E-RP-05, dlho aktívna premenná, 58
student39_3.c, E-RP-05, dlho aktívna premenná, 138
student39_3.c, E-RP-05, dlho aktívna premenná, 27
student39_3.c, E-RP-05, dlho aktívna premenná, 28
student39_3.c, E-RP-05, dlho aktívna premenná, 205
student39_4.c, E-RP-09, neoptimálne využívanie argumentov mainu, 0
student39_4.c, E-RP-05, dlho aktívna premenná, 135
student39_4.c, E-RP-05, dlho aktívna premenná, 136
student39_4.c, E-RP-05, dlho aktívna premenná, 57
student39_4.c, E-RP-05, dlho aktívna premenná, 137
student39_4.c, E-RP-05, dlho aktívna premenná, 58
student39_4.c, E-RP-05, dlho aktívna premenná, 138
student39_4.c, E-RP-05, dlho aktívna premenná, 202
student39_4.c, E-RP-05, dlho aktívna premenná, 27
student39_4.c, E-RP-05, dlho aktívna premenná, 28
student39_5.c, E-RP-09, neoptimálne využívanie argumentov mainu, 0
student39_5.c, E-RP-05, dlho aktívna premenná, 135
student39_5.c, E-RP-05, dlho aktívna premenná, 136
student39_5.c, E-RP-05, dlho aktívna premenná, 57
student39_5.c, E-RP-05, dlho aktívna premenná, 137
student39_5.c, E-RP-05, dlho aktívna premenná, 58
student39_5.c, E-RP-05, dlho aktívna premenná, 138
student39_5.c, E-RP-05, dlho aktívna premenná, 27
student39_5.c, E-RP-05, dlho aktívna premenná, 28
student39_5.c, E-RP-05, dlho aktívna premenná, 206
student39_6.c, E-RP-09, neoptimálne využívanie argumentov mainu, 0
student39_6.c, E-RP-05, dlho aktívna premenná, 135
student39_6.c, E-RP-05, dlho aktívna premenná, 136
student39_6.c, E-RP-05, dlho aktívna premenná, 57
student39_6.c, E-RP-05, dlho aktívna premenná, 137
student39_6.c, E-RP-05, dlho aktívna premenná, 58
student39_6.c, E-RP-05, dlho aktívna premenná, 138
student39_6.c, E-RP-05, dlho aktívna premenná, 27
student39_6.c, E-RP-05, dlho aktívna premenná, 28
student39_6.c, E-RP-05, dlho aktívna premenná, 206
student39_7.c, E-RP-09, neoptimálne využívanie argumentov mainu, 0
student39_7.c, E-RP-05, dlho aktívna premenná, 215
student39_7.c, E-RP-05, dlho aktívna premenná, 136
student39_7.c, E-RP-05, dlho aktívna premenná, 137
student39_7.c, E-RP-05, dlho aktívna premenná, 58
student39_7.c, E-RP-05, dlho aktívna premenná, 138
student39_7.c, E-RP-05, dlho aktívna premenná, 59
student39_7.c, E-RP-05, dlho aktívna premenná, 139
student39_7.c, E-RP-05, dlho aktívna premenná, 28
student39_7.c, E-RP-05, dlho aktívna premenná, 29
student39_8.c, E-RP-09, neoptimálne využívanie argumentov mainu, 0
student39_8.c, E-RP-05, dlho aktívna premenná, 215
student39_8.c, E-RP-05, dlho aktívna premenná, 136
student39_8.c, E-RP-05, dlho aktívna premenná, 137
student39_8.c, E-RP-05, dlho aktívna premenná, 58
student39_8.c, E-RP-05, dlho aktívna premenná, 138
student39_8.c, E-RP-05, dlho aktívna premenná, 59
student39_8.c, E-RP-05, dlho aktívna premenná, 139
student39_8.c, E-RP-05, dlho aktívna premenná, 28
student39_8.c, E-RP-05, dlho aktívna premenná, 29
student39_9.c, E-RP-09, neoptimálne využívanie argumentov mainu, 0
student39_9.c, E-RP-05, dlho aktívna premenná, 215
student39_9.c, E-RP-05, dlho aktívna premenná, 136
student39_9.c, E-RP-05, dlho aktívna premenná, 137
student39_9.c, E-RP-05, dlho aktívna premenná, 58
student39_9.c, E-RP-05, dlho aktívna premenná, 138
student39_9.c, E-RP-05, dlho aktívna premenná, 59
student39_9.c, E-RP-05, dlho aktívna premenná, 139
student39_9.c, E-RP-05, dlho aktívna premenná, 28
student39_9.c, E-RP-05, dlho aktívna premenná, 29
student3_1.c, E-RP-05, dlho aktívna premenná, 96
student3_1.c, E-RP-07, neoptimálne využívanie premenných, 0
student3_1.c, E-RP-05, dlho aktívna premenná, 98
student3_1.c, E-RP-05, dlho aktívna premenná, 165
student3_2.c, E-RP-07, neoptimálne využívanie premenných, 0
student3_2.c, E-RP-05, dlho aktívna premenná, 97
student3_2.c, E-RP-05, dlho aktívna premenná, 163
student3_2.c, E-RP-05, dlho aktívna premenná, 95
student3_3.c, E-RP-07, neoptimálne využívanie premenných, 0
student3_3.c, E-RP-05, dlho aktívna premenná, 102
student3_3.c, E-RP-05, dlho aktívna premenná, 104
student40_1.c, E-RP-05, dlho aktívna premenná, 96
student40_1.c, E-SmA-02, viacnásobná deklarácia premennej, 129
student40_1.c, E-RP-05, dlho aktívna premenná, 18
student40_1.c, E-RP-05, dlho aktívna premenná, 19
student40_1.c, E-RP-05, dlho aktívna premenná, 39
student40_1.c, E-RP-05, dlho aktívna premenná, 141
student40_10.c, E-RP-07, neoptimálne využívanie premenných, 0
student40_10.c, E-RP-05, dlho aktívna premenná, 116
student40_10.c, E-RP-05, dlho aktívna premenná, 74
student40_10.c, E-RP-05, dlho aktívna premenná, 76
student40_11.c, E-RP-07, neoptimálne využívanie premenných, 0
student40_11.c, E-RP-05, dlho aktívna premenná, 161
student40_11.c, E-RP-05, dlho aktívna premenná, 228
student40_11.c, E-RP-05, dlho aktívna premenná, 260
student40_11.c, E-RP-05, dlho aktívna premenná, 117
student40_11.c, E-RP-05, dlho aktívna premenná, 71
student40_11.c, E-RP-05, dlho aktívna premenná, 119
student40_11.c, E-RP-05, dlho aktívna premenná, 183
student40_11.c, E-RP-05, dlho aktívna premenná, 73
student40_11.c, E-RP-05, dlho aktívna premenná, 252
student40_12.c, E-RP-07, neoptimálne využívanie premenných, 0
student40_12.c, E-RP-05, dlho aktívna premenná, 161
student40_12.c, E-RP-05, dlho aktívna premenná, 228
student40_12.c, E-RP-05, dlho aktívna premenná, 260
student40_12.c, E-RP-05, dlho aktívna premenná, 117
student40_12.c, E-RP-05, dlho aktívna premenná, 71
student40_12.c, E-RP-05, dlho aktívna premenná, 119
student40_12.c, E-RP-05, dlho aktívna premenná, 183
student40_12.c, E-RP-05, dlho aktívna premenná, 73
student40_12.c, E-RP-05, dlho aktívna premenná, 252
student40_13.c, E-RP-07, neoptimálne využívanie premenných, 0
student40_13.c, E-RP-05, dlho aktívna premenná, 161
student40_13.c, E-RP-05, dlho aktívna premenná, 228
student40_13.c, E-RP-05, dlho aktívna premenná, 260
student40_13.c, E-RP-05, dlho aktívna premenná, 117
student40_13.c, E-RP-05, dlho aktívna premenná, 71
student40_13.c, E-RP-05, dlho aktívna premenná, 119
student40_13.c, E-RP-05, dlho aktívna premenná, 183
student40_13.c, E-RP-05, dlho aktívna premenná, 73
student40_13.c, E-RP-05, dlho aktívna premenná, 252
student40_14.c, E-RP-07, neoptimálne využívanie premenných, 0
student40_14.c, E-RP-05, dlho aktívna premenná, 161
student40_14.c, E-RP-05, dlho aktívna premenná, 228
student40_14.c, E-RP-05, dlho aktívna premenná, 260
student40_14.c, E-RP-05, dlho aktívna premenná, 117
student40_14.c, E-RP-05, dlho aktívna premenná, 71
student40_14.c, E-RP-05, dlho aktívna premenná, 119
student40_14.c, E-RP-05, dlho aktívna premenná, 183
student40_14.c, E-RP-05, dlho aktívna premenná, 73
student40_14.c, E-RP-05, dlho aktívna premenná, 252
student40_15.c, E-RP-07, neoptimálne využívanie premenných, 0
student40_15.c, E-RP-05, dlho aktívna premenná, 161
student40_15.c, E-RP-05, dlho aktívna premenná, 228
student40_15.c, E-RP-05, dlho aktívna premenná, 260
student40_15.c, E-RP-05, dlho aktívna premenná, 117
student40_15.c, E-RP-05, dlho aktívna premenná, 71
student40_15.c, E-RP-05, dlho aktívna premenná, 119
student40_15.c, E-RP-05, dlho aktívna premenná, 183
student40_15.c, E-RP-05, dlho aktívna premenná, 73
student40_15.c, E-RP-05, dlho aktívna premenná, 252
student40_16.c, E-RP-05, dlho aktívna premenná, 160
student40_16.c, E-RP-07, neoptimálne využívanie premenných, 0
student40_16.c, E-RP-05, dlho aktívna premenná, 117
student40_16.c, E-RP-05, dlho aktívna premenná, 182
student40_16.c, E-RP-05, dlho aktívna premenná, 262
student40_16.c, E-RP-05, dlho aktívna premenná, 71
student40_16.c, E-RP-05, dlho aktívna premenná, 119
student40_16.c, E-RP-05, dlho aktívna premenná, 73
student40_16.c, E-RP-05, dlho aktívna premenná, 238
student40_16.c, E-RP-05, dlho aktívna premenná, 271
student40_17.c, E-RP-07, neoptimálne využívanie premenných, 0
student40_17.c, E-RP-05, dlho aktívna premenná, 289
student40_17.c, E-RP-05, dlho aktívna premenná, 279
student40_17.c, E-RP-05, dlho aktívna premenná, 42
student40_17.c, E-RP-05, dlho aktívna premenná, 170
student40_17.c, E-RP-05, dlho aktívna premenná, 124
student40_17.c, E-RP-05, dlho aktívna premenná, 77
student40_17.c, E-RP-05, dlho aktívna premenná, 189
student40_17.c, E-RP-05, dlho aktívna premenná, 126
student40_17.c, E-RP-05, dlho aktívna premenná, 79
student40_17.c, E-RP-05, dlho aktívna premenná, 255
student40_2.c, E-RP-05, dlho aktívna premenná, 96
student40_2.c, E-SmA-02, viacnásobná deklarácia premennej, 129
student40_2.c, E-RP-05, dlho aktívna premenná, 18
student40_2.c, E-RP-05, dlho aktívna premenná, 19
student40_2.c, E-RP-05, dlho aktívna premenná, 39
student40_2.c, E-RP-05, dlho aktívna premenná, 141
student40_2.c, E-SmA-02, viacnásobná deklarácia premennej, 142
student40_3.c, E-RP-05, dlho aktívna premenná, 18
student40_3.c, E-RP-05, dlho aktívna premenná, 19
student40_3.c, E-RP-05, dlho aktívna premenná, 150
student40_3.c, E-SmA-02, viacnásobná deklarácia premennej, 151
student40_3.c, E-RP-05, dlho aktívna premenná, 105
student40_3.c, E-SmA-02, viacnásobná deklarácia premennej, 138
student40_3.c, E-RP-05, dlho aktívna premenná, 46
student40_4.c, E-RP-05, dlho aktívna premenná, 48
student40_4.c, E-RP-05, dlho aktívna premenná, 18
student40_4.c, E-RP-05, dlho aktívna premenná, 19
student40_4.c, E-RP-05, dlho aktívna premenná, 150
student40_4.c, E-SmA-02, viacnásobná deklarácia premennej, 151
student40_4.c, E-RP-05, dlho aktívna premenná, 105
student40_4.c, E-SmA-02, viacnásobná deklarácia premennej, 138
student40_4.c, E-RP-05, dlho aktívna premenná, 43
student40_5.c, E-RP-05, dlho aktívna premenná, 48
student40_5.c, E-RP-05, dlho aktívna premenná, 18
student40_5.c, E-RP-05, dlho aktívna premenná, 19
student40_5.c, E-RP-05, dlho aktívna premenná, 150
student40_5.c, E-SmA-02, viacnásobná deklarácia premennej, 151
student40_5.c, E-RP-05, dlho aktívna premenná, 105
student40_5.c, E-SmA-02, viacnásobná deklarácia premennej, 138
student40_5.c, E-RP-05, dlho aktívna premenná, 43
student40_6.c, E-RP-07, neoptimálne využívanie premenných, 0
student40_6.c, E-RP-05, dlho aktívna premenná, 115
student40_6.c, E-RP-05, dlho aktívna premenná, 73
student40_6.c, E-RP-05, dlho aktívna premenná, 75
student40_7.c, E-RP-07, neoptimálne využívanie premenných, 0
student40_7.c, E-RP-05, dlho aktívna premenná, 115
student40_7.c, E-RP-05, dlho aktívna premenná, 73
student40_7.c, E-RP-05, dlho aktívna premenná, 75
student40_8.c, E-RP-07, neoptimálne využívanie premenných, 0
student40_8.c, E-RP-05, dlho aktívna premenná, 115
student40_8.c, E-RP-05, dlho aktívna premenná, 73
student40_8.c, E-RP-05, dlho aktívna premenná, 75
student40_9.c, E-RP-07, neoptimálne využívanie premenných, 0
student40_9.c, E-RP-05, dlho aktívna premenná, 116
student40_9.c, E-RP-05, dlho aktívna premenná, 74
student40_9.c, E-RP-05, dlho aktívna premenná, 76
student41_1.c, E-RP-05, dlho aktívna premenná, 64
student41_1.c, E-RP-05, dlho aktívna premenná, 65
student41_1.c, E-SmA-02, viacnásobná deklarácia premennej, 82
student41_1.c, E-RP-05, dlho aktívna premenná, 99
student41_1.c, E-SmA-02, viacnásobná deklarácia premennej, 85
student41_2.c, E-RP-07, neoptimálne využívanie premenných, 0
student41_2.c, E-RP-05, dlho aktívna premenná, 75
student41_2.c, E-RP-05, dlho aktívna premenná, 76
student41_2.c, E-RP-05, dlho aktívna premenná, 111
student41_3.c, E-RP-07, neoptimálne využívanie premenných, 0
student41_3.c, E-RP-05, dlho aktívna premenná, 75
student41_3.c, E-RP-05, dlho aktívna premenná, 76
student41_3.c, E-RP-05, dlho aktívna premenná, 111
student41_4.c, E-RP-07, neoptimálne využívanie premenných, 0
student41_4.c, E-RP-05, dlho aktívna premenná, 83
student41_4.c, E-RP-05, dlho aktívna premenná, 84
student41_4.c, E-RP-05, dlho aktívna premenná, 85
student41_4.c, E-RP-05, dlho aktívna premenná, 124
student42_1.c, E-RP-07, neoptimálne využívanie premenných, 0
student42_1.c, E-RP-05, dlho aktívna premenná, 113
student42_1.c, E-RP-05, dlho aktívna premenná, 114
student42_1.c, E-RP-05, dlho aktívna premenná, 51
student42_1.c, E-RP-05, dlho aktívna premenná, 52
student42_10.c, E-RP-07, neoptimálne využívanie premenných, 0
student42_10.c, E-RP-05, dlho aktívna premenná, 113
student42_10.c, E-RP-05, dlho aktívna premenná, 114
student42_10.c, E-RP-05, dlho aktívna premenná, 51
student42_10.c, E-RP-05, dlho aktívna premenná, 52
student42_2.c, E-RP-07, neoptimálne využívanie premenných, 0
student42_2.c, E-RP-05, dlho aktívna premenná, 68
student42_2.c, E-RP-05, dlho aktívna premenná, 148
student42_2.c, E-RP-05, dlho aktívna premenná, 69
student42_2.c, E-RP-05, dlho aktívna premenná, 149
student42_2.c, E-RP-05, dlho aktívna premenná, 121
student42_3.c, E-RP-07, neoptimálne využívanie premenných, 0
student42_3.c, E-RP-05, dlho aktívna premenná, 113
student42_3.c, E-RP-05, dlho aktívna premenná, 114
student42_3.c, E-RP-05, dlho aktívna premenná, 51
student42_3.c, E-RP-05, dlho aktívna premenná, 52
student42_4.c, E-RP-07, neoptimálne využívanie premenných, 0
student42_4.c, E-RP-05, dlho aktívna premenná, 68
student42_4.c, E-RP-05, dlho aktívna premenná, 148
student42_4.c, E-RP-05, dlho aktívna premenná, 69
student42_4.c, E-RP-05, dlho aktívna premenná, 149
student42_4.c, E-RP-05, dlho aktívna premenná, 121
student42_5.c, E-RP-07, neoptimálne využívanie premenných, 0
student42_5.c, E-RP-05, dlho aktívna premenná, 231
student42_5.c, E-RP-05, dlho aktívna premenná, 311
student42_5.c, E-RP-05, dlho aktívna premenná, 232
student42_5.c, E-RP-05, dlho aktívna premenná, 312
student42_5.c, E-RP-05, dlho aktívna premenná, 284
student42_6.c, E-RP-07, neoptimálne využívanie premenných, 0
student42_6.c, E-RP-05, dlho aktívna premenná, 68
student42_6.c, E-RP-05, dlho aktívna premenná, 148
student42_6.c, E-RP-05, dlho aktívna premenná, 69
student42_6.c, E-RP-05, dlho aktívna premenná, 149
student42_6.c, E-RP-05, dlho aktívna premenná, 121
student42_7.c, E-RP-07, neoptimálne využívanie premenných, 0
student42_7.c, E-RP-05, dlho aktívna premenná, 113
student42_7.c, E-RP-05, dlho aktívna premenná, 114
student42_7.c, E-RP-05, dlho aktívna premenná, 51
student42_7.c, E-RP-05, dlho aktívna premenná, 52
