student19_9.c, E-RP-05, dlho aktívna premenná, 142
student19_9.c, E-RP-05, dlho aktívna premenná, 16
student19_9.c, E-RP-05, dlho aktívna premenná, 17
student19_9.c, E-RP-05, dlho aktívna premenná, 18
student19_9.c, E-RP-05, dlho aktívna premenná, 19
student19_9.c, E-SmA-02, viacnásobná deklarácia premennej, 53
student19_9.c, E-RP-05, dlho aktívna premenná, 154
student19_9.c, E-SmA-02, viacnásobná deklarácia premennej, 61
student1_1.c, E-RP-07, neoptimálne využívanie premenných, 0
student1_1.c, E-RP-05, dlho aktívna premenná, 66
student1_1.c, E-RP-05, dlho aktívna premenná, 103
student1_1.c, E-RP-05, dlho aktívna premenná, 26
student1_2.c, E-RP-07, neoptimálne využívanie premenných, 0
student1_2.c, E-RP-05, dlho aktívna premenná, 49
student1_2.c, E-RP-05, dlho aktívna premenná, 18
student1_2.c, E-RP-05, dlho aktívna premenná, 90
student20_1.c, E-RP-07, neoptimálne využívanie premenných, 0
student20_1.c, E-RP-05, dlho aktívna premenná, 73
student20_10.c, E-SxA-01, chýbajúca zátvorka, 22
student20_10.c, E-LA-01, neidentifikovateľný reťazec, 15
student20_2.c, E-RP-07, neoptimálne využívanie premenných, 0
student20_2.c, E-RP-05, dlho aktívna premenná, 73
student20_3.c, E-SxA-01, chýbajúca zátvorka, 22
student20_3.c, E-LA-01, neidentifikovateľný reťazec, 15
student20_4.c, E-SxA-01, chýbajúca zátvorka, 21
student20_4.c, E-LA-01, neidentifikovateľný reťazec, 14
student20_5.c, E-SxA-01, chýbajúca zátvorka, 21
student20_5.c, E-LA-01, neidentifikovateľný reťazec, 14
student20_6.c, E-SxA-01, chýbajúca zátvorka, 21
student20_6.c, E-LA-01, neidentifikovateľný reťazec, 14
student20_7.c, E-SxA-01, chýbajúca zátvorka, 21
student20_7.c, E-LA-01, neidentifikovateľný reťazec, 14
student20_8.c, E-SxA-01, chýbajúca zátvorka, 21
student20_8.c, E-LA-01, neidentifikovateľný reťazec, 14
student20_9.c, E-SxA-01, chýbajúca zátvorka, 21
student20_9.c, E-LA-01, neidentifikovateľný reťazec, 14
student21_1.c, E-RP-07, neoptimálne využívanie premenných, 0
student21_1.c, E-RP-05, dlho aktívna premenná, 35
student21_1.c, E-RP-05, dlho aktívna premenná, 27
student21_1.c, E-RP-05, dlho aktívna premenná, 28
student21_1.c, E-RP-05, dlho aktívna premenná, 29
student21_1.c, E-RP-05, dlho aktívna premenná, 175
student21_2.c, E-RP-07, neoptimálne využívanie premenných, 0
student21_2.c, E-RP-05, dlho aktívna premenná, 35
student21_2.c, E-RP-05, dlho aktívna premenná, 27
student21_2.c, E-RP-05, dlho aktívna premenná, 28
student21_2.c, E-RP-05, dlho aktívna premenná, 29
student21_2.c, E-RP-05, dlho aktívna premenná, 175
student22_1.c, E-RP-07, neoptimálne využívanie premenných, 0
student22_1.c, E-RP-05, dlho aktívna premenná, 81
student22_1.c, E-RP-05, dlho aktívna premenná, 58
student22_2.c, E-RP-07, neoptimálne využívanie premenných, 0
student22_2.c, E-RP-05, dlho aktívna premenná, 39
student22_2.c, E-RP-05, dlho aktívna premenná, 40
student22_2.c, E-RP-05, dlho aktívna premenná, 41
student22_2.c, E-RP-05, dlho aktívna premenná, 42
student22_2.c, E-RP-05, dlho aktívna premenná, 43
student22_2.c, E-RP-05, dlho aktívna premenná, 44
student22_2.c, E-RP-05, dlho aktívna premenná, 95
student22_3.c, E-RP-07, neoptimálne využívanie premenných, 0
student22_3.c, E-RP-05, dlho aktívna premenná, 39
student22_3.c, E-RP-05, dlho aktívna premenná, 40
student22_3.c, E-RP-05, dlho aktívna premenná, 41
student22_3.c, E-RP-05, dlho aktívna premenná, 42
student22_3.c, E-RP-05, dlho aktívna premenná, 43
student22_3.c, E-RP-05, dlho aktívna premenná, 44
student22_3.c, E-RP-05, dlho aktívna premenná, 95
student22_4.c, E-RP-07, neoptimálne využívanie premenných, 0
student22_4.c, E-RP-05, dlho aktívna premenná, 39
student22_4.c, E-RP-05, dlho aktívna premenná, 40
student22_4.c, E-RP-05, dlho aktívna premenná, 41
student22_4.c, E-RP-05, dlho aktívna premenná, 42
student22_4.c, E-RP-05, dlho aktívna premenná, 43
student22_4.c, E-RP-05, dlho aktívna premenná, 44
student22_4.c, E-RP-05, dlho aktívna premenná, 95
student23_1.c, E-RP-09, neoptimálne využívanie argumentov mainu, 0
student23_1.c, E-RP-05, dlho aktívna premenná, 145
student23_1.c, W-01, využívanie globálnej premennej, 8
student23_1.c, W-01, využívanie globálnej premennej, 9
student23_1.c, W-01, využívanie globálnej premennej, 10
student23_1.c, W-01, využívanie globálnej premennej, 12
student23_10.c, E-RP-07, neoptimálne využívanie premenných, 0
student23_10.c, E-RP-05, dlho aktívna premenná, 102
student23_10.c, E-RP-05, dlho aktívna premenná, 231
student23_10.c, E-RP-05, dlho aktívna premenná, 44
student23_10.c, E-RP-05, dlho aktívna premenná, 140
student23_10.c, E-RP-05, dlho aktívna premenná, 45
student23_10.c, E-RP-05, dlho aktívna premenná, 141
student23_10.c, E-RP-05, dlho aktívna premenná, 47
student23_10.c, E-RP-05, dlho aktívna premenná, 48
student23_10.c, W-01, využívanie globálnej premennej, 21
student23_10.c, E-RP-05, dlho aktívna premenná, 189
student23_10.c, W-01, využívanie globálnej premennej, 30
student23_10.c, W-01, využívanie globálnej premennej, 31
student23_11.c, E-RP-07, neoptimálne využívanie premenných, 0
student23_11.c, E-RP-05, dlho aktívna premenná, 102
student23_11.c, E-RP-05, dlho aktívna premenná, 231
student23_11.c, E-RP-05, dlho aktívna premenná, 44
student23_11.c, E-RP-05, dlho aktívna premenná, 140
student23_11.c, E-RP-05, dlho aktívna premenná, 45
student23_11.c, E-RP-05, dlho aktívna premenná, 141
student23_11.c, E-RP-05, dlho aktívna premenná, 47
student23_11.c, E-RP-05, dlho aktívna premenná, 48
student23_11.c, W-01, využívanie globálnej premennej, 21
student23_11.c, E-RP-05, dlho aktívna premenná, 189
student23_11.c, W-01, využívanie globálnej premennej, 30
student23_11.c, W-01, využívanie globálnej premennej, 31
student23_12.c, E-RP-07, neoptimálne využívanie premenných, 0
student23_12.c, E-RP-05, dlho aktívna premenná, 102
student23_12.c, E-RP-05, dlho aktívna premenná, 44
student23_12.c, E-RP-05, dlho aktívna premenná, 140
student23_12.c, E-RP-05, dlho aktívna premenná, 45
student23_12.c, E-RP-05, dlho aktívna premenná, 141
student23_12.c, E-RP-05, dlho aktívna premenná, 47
student23_12.c, E-RP-05, dlho aktívna premenná, 143
student23_12.c, E-RP-05, dlho aktívna premenná, 48
student23_12.c, W-01, využívanie globálnej premennej, 21
student23_12.c, E-RP-05, dlho aktívna premenná, 213
student23_12.c, W-01, využívanie globálnej premennej, 30
student23_12.c, W-01, využívanie globálnej premennej, 31
student23_12.c, E-RP-05, dlho aktívna premenná, 255
student23_13.c, W-01, využívanie globálnej premennej, 32
student23_13.c, E-RP-07, neoptimálne využívanie premenných, 0
student23_13.c, E-RP-05, dlho aktívna premenná, 257
student23_13.c, E-RP-05, dlho aktívna premenná, 104
student23_13.c, E-RP-05, dlho aktívna premenná, 45
student23_13.c, E-RP-05, dlho aktívna premenná, 46
student23_13.c, E-RP-05, dlho aktívna premenná, 142
student23_13.c, E-RP-05, dlho aktívna premenná, 143
student23_13.c, E-RP-05, dlho aktívna premenná, 48
student23_13.c, E-RP-05, dlho aktívna premenná, 49
student23_13.c, E-RP-05, dlho aktívna premenná, 145
student23_13.c, W-01, využívanie globálnej premennej, 22
student23_13.c, E-RP-05, dlho aktívna premenná, 215
student23_13.c, W-01, využívanie globálnej premennej, 31
student23_14.c, W-01, využívanie globálnej premennej, 32
student23_14.c, E-RP-05, dlho aktívna premenná, 256
student23_14.c, E-RP-07, neoptimálne využívanie premenných, 0
student23_14.c, E-RP-05, dlho aktívna premenná, 103
student23_14.c, E-RP-05, dlho aktívna premenná, 45
student23_14.c, E-RP-05, dlho aktívna premenná, 141
student23_14.c, E-RP-05, dlho aktívna premenná, 46
student23_14.c, E-RP-05, dlho aktívna premenná, 142
student23_14.c, E-RP-05, dlho aktívna premenná, 48
student23_14.c, E-RP-05, dlho aktívna premenná, 144
student23_14.c, E-RP-05, dlho aktívna premenná, 49
student23_14.c, W-01, využívanie globálnej premennej, 22
student23_14.c, E-RP-05, dlho aktívna premenná, 214
student23_14.c, W-01, využívanie globálnej premennej, 31
student23_2.c, E-RP-09, neoptimálne využívanie argumentov mainu, 0
student23_2.c, E-RP-05, dlho aktívna premenná, 145
student23_2.c, W-01, využívanie globálnej premennej, 8
student23_2.c, W-01, využívanie globálnej premennej, 9
student23_2.c, W-01, využívanie globálnej premennej, 10
student23_2.c, W-01, využívanie globálnej premennej, 12
student23_3.c, E-RP-09, neoptimálne využívanie argumentov mainu, 0
student23_3.c, E-RP-05, dlho aktívna premenná, 148
student23_3.c, W-01, využívanie globálnej premennej, 8
student23_3.c, W-01, využívanie globálnej premennej, 9
student23_3.c, W-01, využívanie globálnej premennej, 10
student23_3.c, W-01, využívanie globálnej premennej, 12
student23_4.c, E-RP-09, neoptimálne využívanie argumentov mainu, 0
student23_4.c, E-RP-05, dlho aktívna premenná, 148
student23_4.c, W-01, využívanie globálnej premennej, 8
student23_4.c, W-01, využívanie globálnej premennej, 9
student23_4.c, W-01, využívanie globálnej premennej, 10
student23_4.c, W-01, využívanie globálnej premennej, 12
student23_5.c, E-RP-07, neoptimálne využívanie premenných, 0
student23_5.c, W-01, využívanie globálnej premennej, 17
student23_5.c, E-RP-05, dlho aktívna premenná, 214
student23_5.c, E-RP-05, dlho aktívna premenná, 103
student23_5.c, E-RP-05, dlho aktívna premenná, 40
student23_5.c, E-RP-05, dlho aktívna premenná, 41
student23_5.c, W-01, využívanie globálnej premennej, 26
student23_5.c, W-01, využívanie globálnej premennej, 27
student23_5.c, E-RP-05, dlho aktívna premenná, 172
student23_5.c, E-RP-05, dlho aktívna premenná, 46
student23_5.c, E-RP-05, dlho aktívna premenná, 47
student23_6.c, E-RP-07, neoptimálne využívanie premenných, 0
student23_6.c, W-01, využívanie globálnej premennej, 17
student23_6.c, E-RP-05, dlho aktívna premenná, 214
student23_6.c, E-RP-05, dlho aktívna premenná, 103
student23_6.c, E-RP-05, dlho aktívna premenná, 40
student23_6.c, E-RP-05, dlho aktívna premenná, 41
student23_6.c, W-01, využívanie globálnej premennej, 26
student23_6.c, W-01, využívanie globálnej premennej, 27
student23_6.c, E-RP-05, dlho aktívna premenná, 172
student23_6.c, E-RP-05, dlho aktívna premenná, 46
student23_6.c, E-RP-05, dlho aktívna premenná, 47
student23_7.c, E-RP-05, dlho aktívna premenná, 48
student23_7.c, E-RP-07, neoptimálne využívanie premenných, 0
student23_7.c, W-01, využívanie globálnej premennej, 18
student23_7.c, E-RP-05, dlho aktívna premenná, 41
student23_7.c, E-RP-05, dlho aktívna premenná, 217
student23_7.c, E-RP-05, dlho aktívna premenná, 42
student23_7.c, E-RP-05, dlho aktívna premenná, 106
student23_7.c, W-01, využívanie globálnej premennej, 27
student23_7.c, W-01, využívanie globálnej premennej, 28
student23_7.c, E-RP-05, dlho aktívna premenná, 47
student23_7.c, E-RP-05, dlho aktívna premenná, 175
student23_8.c, E-RP-05, dlho aktívna premenná, 48
student23_8.c, E-RP-07, neoptimálne využívanie premenných, 0
student23_8.c, E-RP-05, dlho aktívna premenná, 177
student23_8.c, W-01, využívanie globálnej premennej, 18
student23_8.c, E-RP-05, dlho aktívna premenná, 41
student23_8.c, E-RP-05, dlho aktívna premenná, 42
student23_8.c, W-01, využívanie globálnej premennej, 27
student23_8.c, E-RP-05, dlho aktívna premenná, 219
student23_8.c, W-01, využívanie globálnej premennej, 28
student23_8.c, E-RP-05, dlho aktívna premenná, 108
student23_8.c, E-RP-05, dlho aktívna premenná, 47
student23_9.c, E-RP-05, dlho aktívna premenná, 48
student23_9.c, E-RP-07, neoptimálne využívanie premenných, 0
student23_9.c, E-RP-05, dlho aktívna premenná, 211
student23_9.c, W-01, využívanie globálnej premennej, 21
student23_9.c, E-RP-05, dlho aktívna premenná, 102
student23_9.c, E-RP-05, dlho aktívna premenná, 169
student23_9.c, E-RP-05, dlho aktívna premenná, 44
student23_9.c, E-RP-05, dlho aktívna premenná, 45
student23_9.c, W-01, využívanie globálnej premennej, 30
student23_9.c, W-01, využívanie globálnej premennej, 31
student23_9.c, E-RP-05, dlho aktívna premenná, 47
student24_1.c, E-RP-07, neoptimálne využívanie premenných, 0
student24_1.c, E-RP-05, dlho aktívna premenná, 71
student24_1.c, E-RP-05, dlho aktívna premenná, 135
student24_1.c, E-RP-05, dlho aktívna premenná, 136
student24_1.c, E-RP-05, dlho aktívna premenná, 137
student24_1.c, E-RP-05, dlho aktívna premenná, 28
student24_1.c, W-01, využívanie globálnej premennej, 13
student24_1.c, W-01, využívanie globálnej premennej, 14
student24_1.c, E-RP-05, dlho aktívna premenná, 30
student24_2.c, W-01, využívanie globálnej premennej, 16
student24_2.c, E-RP-05, dlho aktívna premenná, 32
student24_2.c, E-RP-07, neoptimálne využívanie premenných, 0
student24_2.c, E-RP-05, dlho aktívna premenná, 73
student24_2.c, E-RP-05, dlho aktívna premenná, 138
student24_2.c, E-RP-05, dlho aktívna premenná, 139
student24_2.c, E-RP-05, dlho aktívna premenná, 140
student24_2.c, E-RP-05, dlho aktívna premenná, 30
student24_2.c, W-01, využívanie globálnej premennej, 15
student24_3.c, W-01, využívanie globálnej premennej, 16
student24_3.c, E-RP-07, neoptimálne využívanie premenných, 0
student24_3.c, E-RP-05, dlho aktívna premenná, 36
student24_3.c, E-RP-05, dlho aktívna premenná, 68
student24_3.c, E-RP-05, dlho aktívna premenná, 38
student24_3.c, E-RP-05, dlho aktívna premenná, 121
student24_3.c, E-RP-05, dlho aktívna premenná, 122
student24_3.c, E-RP-05, dlho aktívna premenná, 123
student24_3.c, W-01, využívanie globálnej premennej, 15
student24_4.c, W-01, využívanie globálnej premennej, 16
student24_4.c, E-RP-07, neoptimálne využívanie premenných, 0
student24_4.c, E-RP-05, dlho aktívna premenná, 40
student24_4.c, E-RP-05, dlho aktívna premenná, 41
student24_4.c, E-RP-05, dlho aktívna premenná, 217
student24_4.c, E-RP-05, dlho aktívna premenná, 156
student24_4.c, E-RP-05, dlho aktívna premenná, 157
student24_4.c, E-RP-05, dlho aktívna premenná, 158
student24_4.c, W-01, využívanie globálnej premennej, 15
student24_4.c, E-RP-05, dlho aktívna premenná, 95
student24_4.c, E-RP-05, dlho aktívna premenná, 255
student24_5.c, W-01, využívanie globálnej premennej, 16
student24_5.c, E-RP-07, neoptimálne využívanie premenných, 0
student24_5.c, E-RP-05, dlho aktívna premenná, 258
student24_5.c, E-RP-05, dlho aktívna premenná, 40
student24_5.c, E-RP-05, dlho aktívna premenná, 41
student24_5.c, E-RP-05, dlho aktívna premenná, 218
student24_5.c, E-RP-05, dlho aktívna premenná, 157
student24_5.c, E-RP-05, dlho aktívna premenná, 158
student24_5.c, W-01, využívanie globálnej premennej, 15
student24_5.c, E-RP-05, dlho aktívna premenná, 95
student24_5.c, E-RP-05, dlho aktívna premenná, 159
student25_1.c, E-RP-07, neoptimálne využívanie premenných, 0
student25_1.c, E-RP-05, dlho aktívna premenná, 18
student25_1.c, E-RP-05, dlho aktívna premenná, 82
student25_1.c, E-RP-05, dlho aktívna premenná, 19
student25_2.c, E-RP-07, neoptimálne využívanie premenných, 0
student25_2.c, E-RP-05, dlho aktívna premenná, 18
student25_2.c, E-RP-05, dlho aktívna premenná, 19
student25_2.c, E-RP-05, dlho aktívna premenná, 76
student25_3.c, E-RP-07, neoptimálne využívanie premenných, 0
student25_3.c, E-RP-05, dlho aktívna premenná, 18
student25_3.c, E-RP-05, dlho aktívna premenná, 19
student25_3.c, E-RP-05, dlho aktívna premenná, 76
student25_4.c, E-RP-07, neoptimálne využívanie premenných, 0
student25_4.c, E-RP-05, dlho aktívna premenná, 18
student25_4.c, E-RP-05, dlho aktívna premenná, 19
student25_4.c, E-RP-05, dlho aktívna premenná, 84
student25_5.c, E-RP-07, neoptimálne využívanie premenných, 0
student25_5.c, E-RP-05, dlho aktívna premenná, 18
student25_5.c, E-RP-05, dlho aktívna premenná, 82
student25_5.c, E-RP-05, dlho aktívna premenná, 19
student26_1.c, E-RP-07, neoptimálne využívanie premenných, 0
student26_1.c, E-RP-05, dlho aktívna premenná, 38
student26_1.c, E-RP-05, dlho aktívna premenná, 39
student26_1.c, E-RP-05, dlho aktívna premenná, 200
student26_1.c, E-RP-05, dlho aktívna premenná, 201
student26_1.c, W-01, využívanie globálnej premennej, 14
student26_1.c, W-01, využívanie globálnej premennej, 15
student26_1.c, E-RP-05, dlho aktívna premenná, 149
student26_1.c, E-RP-05, dlho aktívna premenná, 87
student26_1.c, E-RP-05, dlho aktívna premenná, 57
student26_1.c, E-RP-05, dlho aktívna premenná, 186
student26_1.c, E-RP-05, dlho aktívna premenná, 59
student26_1.c, E-RP-05, dlho aktívna premenná, 187
student26_10.c, E-RP-07, neoptimálne využívanie premenných, 0
student26_10.c, E-RP-05, dlho aktívna premenná, 97
student26_10.c, E-RP-05, dlho aktívna premenná, 212
student26_10.c, E-RP-05, dlho aktívna premenná, 213
student26_10.c, E-RP-05, dlho aktívna premenná, 38
student26_10.c, E-RP-05, dlho aktívna premenná, 39
student26_10.c, E-RP-05, dlho aktívna premenná, 200
student26_10.c, E-RP-05, dlho aktívna premenná, 57
student26_10.c, E-RP-05, dlho aktívna premenná, 59
student26_10.c, W-01, využívanie globálnej premennej, 14
student26_10.c, W-01, využívanie globálnej premennej, 15
student26_10.c, E-RP-05, dlho aktívna premenná, 159
student26_11.c, E-RP-07, neoptimálne využívanie premenných, 0
student26_11.c, E-RP-05, dlho aktívna premenná, 97
student26_11.c, E-RP-05, dlho aktívna premenná, 212
student26_11.c, E-RP-05, dlho aktívna premenná, 213
student26_11.c, E-RP-05, dlho aktívna premenná, 38
student26_11.c, E-RP-05, dlho aktívna premenná, 39
student26_11.c, E-RP-05, dlho aktívna premenná, 200
student26_11.c, E-RP-05, dlho aktívna premenná, 57
student26_11.c, E-RP-05, dlho aktívna premenná, 59
student26_11.c, W-01, využívanie globálnej premennej, 14
student26_11.c, W-01, využívanie globálnej premennej, 15
student26_11.c, E-RP-05, dlho aktívna premenná, 159
student26_12.c, E-RP-05, dlho aktívna premenná, 96
student26_12.c, E-RP-07, neoptimálne využívanie premenných, 0
student26_12.c, E-RP-05, dlho aktívna premenná, 211
student26_12.c, E-RP-05, dlho aktívna premenná, 212
student26_12.c, E-RP-05, dlho aktívna premenná, 38
student26_12.c, E-RP-05, dlho aktívna premenná, 39
student26_12.c, E-RP-05, dlho aktívna premenná, 199
student26_12.c, E-RP-05, dlho aktívna premenná, 57
student26_12.c, E-RP-05, dlho aktívna premenná, 59
student26_12.c, W-01, využívanie globálnej premennej, 14
student26_12.c, E-RP-05, dlho aktívna premenná, 158
student26_12.c, W-01, využívanie globálnej premennej, 15
student26_13.c, E-RP-05, dlho aktívna premenná, 96
student26_13.c, E-RP-07, neoptimálne využívanie premenných, 0
student26_13.c, E-RP-05, dlho aktívna premenná, 211
student26_13.c, E-RP-05, dlho aktívna premenná, 212
student26_13.c, E-RP-05, dlho aktívna premenná, 38
student26_13.c, E-RP-05, dlho aktívna premenná, 39
student26_13.c, E-RP-05, dlho aktívna premenná, 199
student26_13.c, E-RP-05, dlho aktívna premenná, 57
student26_13.c, E-RP-05, dlho aktívna premenná, 59
student26_13.c, W-01, využívanie globálnej premennej, 14
student26_13.c, E-RP-05, dlho aktívna premenná, 158
student26_13.c, W-01, využívanie globálnej premennej, 15
student26_14.c, E-RP-05, dlho aktívna premenná, 96
student26_14.c, E-RP-07, neoptimálne využívanie premenných, 0
student26_14.c, E-RP-05, dlho aktívna premenná, 211
student26_14.c, E-RP-05, dlho aktívna premenná, 212
student26_14.c, E-RP-05, dlho aktívna premenná, 38
student26_14.c, E-RP-05, dlho aktívna premenná, 39
student26_14.c, E-RP-05, dlho aktívna premenná, 199
student26_14.c, E-RP-05, dlho aktívna premenná, 57
student26_14.c, E-RP-05, dlho aktívna premenná, 59
student26_14.c, W-01, využívanie globálnej premennej, 14
student26_14.c, E-RP-05, dlho aktívna premenná, 158
student26_14.c, W-01, využívanie globálnej premennej, 15
student26_2.c, E-RP-07, neoptimálne využívanie premenných, 0
student26_2.c, E-RP-05, dlho aktívna premenná, 38
student26_2.c, E-RP-05, dlho aktívna premenná, 39
student26_2.c, E-RP-05, dlho aktívna premenná, 204
student26_2.c, E-RP-05, dlho aktívna premenná, 205
student26_2.c, W-01, využívanie globálnej premennej, 14
student26_2.c, W-01, využívanie globálnej premennej, 15
student26_2.c, E-RP-05, dlho aktívna premenná, 149
student26_2.c, E-RP-05, dlho aktívna premenná, 87
student26_2.c, E-RP-05, dlho aktívna premenná, 57
student26_2.c, E-RP-05, dlho aktívna premenná, 59
student26_2.c, E-RP-05, dlho aktívna premenná, 190
student26_2.c, E-RP-05, dlho aktívna premenná, 191
student26_3.c, E-RP-07, neoptimálne využívanie premenných, 0
student26_3.c, E-RP-05, dlho aktívna premenná, 38
student26_3.c, E-RP-05, dlho aktívna premenná, 39
student26_3.c, E-RP-05, dlho aktívna premenná, 204
student26_3.c, E-RP-05, dlho aktívna premenná, 205
student26_3.c, W-01, využívanie globálnej premennej, 14
student26_3.c, W-01, využívanie globálnej premennej, 15
student26_3.c, E-RP-05, dlho aktívna premenná, 149
student26_3.c, E-RP-05, dlho aktívna premenná, 87
student26_3.c, E-RP-05, dlho aktívna premenná, 57
student26_3.c, E-RP-05, dlho aktívna premenná, 59
student26_3.c, E-RP-05, dlho aktívna premenná, 190
student26_3.c, E-RP-05, dlho aktívna premenná, 191
student26_4.c, E-RP-07, neoptimálne využívanie premenných, 0
student26_4.c, E-RP-05, dlho aktívna premenná, 38
student26_4.c, E-RP-05, dlho aktívna premenná, 39
student26_4.c, E-RP-05, dlho aktívna premenná, 204
student26_4.c, E-RP-05, dlho aktívna premenná, 205
student26_4.c, W-01, využívanie globálnej premennej, 14
student26_4.c, W-01, využívanie globálnej premennej, 15
student26_4.c, E-RP-05, dlho aktívna premenná, 149
student26_4.c, E-RP-05, dlho aktívna premenná, 87
student26_4.c, E-RP-05, dlho aktívna premenná, 57
student26_4.c, E-RP-05, dlho aktívna premenná, 59
student26_4.c, E-RP-05, dlho aktívna premenná, 190
student26_4.c, E-RP-05, dlho aktívna premenná, 191
student26_5.c, E-RP-07, neoptimálne využívanie premenných, 0
student26_5.c, E-RP-05, dlho aktívna premenná, 38
student26_5.c, E-RP-05, dlho aktívna premenná, 39
student26_5.c, E-RP-05, dlho aktívna premenná, 203
student26_5.c, E-RP-05, dlho aktívna premenná, 204
student26_5.c, W-01, využívanie globálnej premennej, 14
student26_5.c, W-01, využívanie globálnej premennej, 15
student26_5.c, E-RP-05, dlho aktívna premenná, 148
student26_5.c, E-RP-05, dlho aktívna premenná, 87
student26_5.c, E-RP-05, dlho aktívna premenná, 57
student26_5.c, E-RP-05, dlho aktívna premenná, 59
student26_5.c, E-RP-05, dlho aktívna premenná, 189
student26_5.c, E-RP-05, dlho aktívna premenná, 190
student26_6.c, E-RP-07, neoptimálne využívanie premenných, 0
student26_6.c, E-RP-05, dlho aktívna premenná, 38
student26_6.c, E-RP-05, dlho aktívna premenná, 39
student26_6.c, E-RP-05, dlho aktívna premenná, 204
student26_6.c, E-RP-05, dlho aktívna premenná, 205
student26_6.c, W-01, využívanie globálnej premennej, 14
student26_6.c, W-01, využívanie globálnej premennej, 15
student26_6.c, E-RP-05, dlho aktívna premenná, 149
student26_6.c, E-RP-05, dlho aktívna premenná, 87
student26_6.c, E-RP-05, dlho aktívna premenná, 57
student26_6.c, E-RP-05, dlho aktívna premenná, 59
student26_6.c, E-RP-05, dlho aktívna premenná, 190
student26_6.c, E-RP-05, dlho aktívna premenná, 191
student26_7.c, E-RP-07, neoptimálne využívanie premenných, 0
student26_7.c, E-RP-05, dlho aktívna premenná, 38
student26_7.c, E-RP-05, dlho aktívna premenná, 39
student26_7.c, E-RP-05, dlho aktívna premenná, 204
student26_7.c, E-RP-05, dlho aktívna premenná, 205
student26_7.c, W-01, využívanie globálnej premennej, 14
student26_7.c, W-01, využívanie globálnej premennej, 15
student26_7.c, E-RP-05, dlho aktívna premenná, 149
student26_7.c, E-RP-05, dlho aktívna premenná, 87
student26_7.c, E-RP-05, dlho aktívna premenná, 57
student26_7.c, E-RP-05, dlho aktívna premenná, 59
student26_7.c, E-RP-05, dlho aktívna premenná, 190
student26_7.c, E-RP-05, dlho aktívna premenná, 191
student26_8.c, E-RP-07, neoptimálne využívanie premenných, 0
student26_8.c, E-RP-05, dlho aktívna premenná, 38
student26_8.c, E-RP-05, dlho aktívna premenná, 39
student26_8.c, E-RP-05, dlho aktívna premenná, 204
student26_8.c, E-RP-05, dlho aktívna premenná, 205
student26_8.c, W-01, využívanie globálnej premennej, 14
student26_8.c, W-01, využívanie globálnej premennej, 15
student26_8.c, E-RP-05, dlho aktívna premenná, 149
student26_8.c, E-RP-05, dlho aktívna premenná, 87
student26_8.c, E-RP-05, dlho aktívna premenná, 57
student26_8.c, E-RP-05, dlho aktívna premenná, 59
student26_8.c, E-RP-05, dlho aktívna premenná, 190
student26_8.c, E-RP-05, dlho aktívna premenná, 191
student26_9.c, E-RP-07, neoptimálne využívanie premenných, 0
student26_9.c, E-RP-05, dlho aktívna premenná, 38
student26_9.c, E-RP-05, dlho aktívna premenná, 39
student26_9.c, E-RP-05, dlho aktívna premenná, 204
student26_9.c, E-RP-05, dlho aktívna premenná, 205
student26_9.c, W-01, využívanie globálnej premennej, 14
student26_9.c, W-01, využívanie globálnej premennej, 15
student26_9.c, E-RP-05, dlho aktívna premenná, 149
student26_9.c, E-RP-05, dlho aktívna premenná, 87
student26_9.c, E-RP-05, dlho aktívna premenná, 57
student26_9.c, E-RP-05, dlho aktívna premenná, 59
student26_9.c, E-RP-05, dlho aktívna premenná, 190
student26_9.c, E-RP-05, dlho aktívna premenná, 191
student27_1.c, E-RP-07, neoptimálne využívanie premenných, 0
student27_1.c, E-RP-05, dlho aktívna premenná, 7
student27_1.c, E-RP-05, dlho aktívna premenná, 9
student27_1.c, E-RP-05, dlho aktívna premenná, 60
student27_1.c, E-RP-05, dlho aktívna premenná, 78
student27_10.c, E-RP-07, neoptimálne využívanie premenných, 0
student27_10.c, E-RP-05, dlho aktívna premenná, 17
student27_10.c, E-RP-05, dlho aktívna premenná, 136
student27_10.c, E-RP-05, dlho aktívna premenná, 57
student27_10.c, E-RP-05, dlho aktívna premenná, 137
student27_10.c, E-RP-05, dlho aktívna premenná, 121
student27_10.c, E-RP-05, dlho aktívna premenná, 59
student27_10.c, E-RP-05, dlho aktívna premenná, 123
student27_11.c, E-RP-07, neoptimálne využívanie premenných, 0
student27_11.c, E-RP-05, dlho aktívna premenná, 18
student27_11.c, E-RP-05, dlho aktívna premenná, 58
student27_11.c, E-RP-05, dlho aktívna premenná, 122
student27_11.c, E-RP-05, dlho aktívna premenná, 139
student27_11.c, E-RP-05, dlho aktívna premenná, 60
student27_11.c, E-RP-05, dlho aktívna premenná, 140
student27_11.c, E-RP-05, dlho aktívna premenná, 126
student27_12.c, E-RP-07, neoptimálne využívanie premenných, 0
student27_12.c, E-RP-05, dlho aktívna premenná, 18
student27_12.c, E-RP-05, dlho aktívna premenná, 58
student27_12.c, E-RP-05, dlho aktívna premenná, 122
student27_12.c, E-RP-05, dlho aktívna premenná, 139
student27_12.c, E-RP-05, dlho aktívna premenná, 60
student27_12.c, E-RP-05, dlho aktívna premenná, 140
student27_12.c, E-RP-05, dlho aktívna premenná, 126
student27_13.c, E-RP-05, dlho aktívna premenná, 64
